group,group_skus.0,options.0,options.1,name,fields.description,sku,mpn,upc,pricing_item.price.amount,pricing_item.msrp.amount,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.garment_length,fields.closure_type,fields.size_grouping,fields.pattern,fields.pattern_group,fields.color,fields.size,fields.brand,fields.material,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.material_percentage,fields.material_percentage_2,fields.material_2,fields.material_percentage_3,fields.material_3,fields.fabric_weight_type,fields.garment_fit,fields.garment_collar_type,fields.garment_construction_details,fields.garment_hem_type,fields.garment_neckline_type,fields.garment_sleeve_length_type,fields.garment_torso_length,fields.gender,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.subtype,fields.garment_inseam_measurement,fields.garment_leg_length_type,fields.bullet_6,fields.garment_rise,fields.garment_waist_closure,fields.upf_rating,fields.garment_protection_and_safety,fields.targeted_audience,fields.garment_closure_type_tops,fields.apparel_material_1,fields.apparel_material_1_percentage,fields.apparel_material_2,fields.apparel_material_2_percentage,fields.garment_back_type,fields.garment_sleeve_style,fields.fabric_treatment,fields.garment_cuff_type,fields.package_quantity,fields.top_style,fields.bullet_7,fields.bullet_8,fields.sport_age_category,fields.sport_used_for,fields.license_personality,fields.license_property,fields.textile_construction,fields.apparel_material_3,fields.apparel_material_3_percentage,fields.garment_waist_closure_type,images.default.main.url,images.default.1.alternate.url,images.default.2.alternate.url,images.default.3.alternate.url,images.default.4.alternate.url,images.default.5.alternate.url,images.default.6.alternate.url
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt Large Safety Yellow,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700SY4,,196058666029,34.99,34.99,1,8,12,,0.45,Large,Multicolored,,Pullover,Mens,Sports,Sports,Safety Yellow,Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/9/9e2bed991b67ee1833c3d5063d1a7ad3.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f8333e20a3650183eb6527a00ec8acd3.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt Large Seagrass,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700SG4,,196058665848,34.99,34.99,1,8,12,,0.45,Large,Multicolored,,Pullover,Mens,Sports,Sports,Seagrass,Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/27b0d7015f7d90ff79903b0e005891f3.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/54049b495ce2b7980efe736c3bf61285.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt Large White,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700WH4,,196058666111,34.99,34.99,1,8,12,,0.45,Large,Multicolored,,Pullover,Mens,Sports,Sports,White,Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/29116a42b1dc402777f9c7cbeafe4fbd.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/5009382fbf5d81348fb69e5f11dd462d.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt Large Sage,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700SE4,,196058665756,34.99,34.99,1,8,12,,0.45,Large,Multicolored,,Pullover,Mens,Sports,Sports,Sage,Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/20ef9358922ee3ccd11ba5ce5a422ca5.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6e8bc65217c94fe61f17884ff43e055c.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt Large Pearl Grey,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700PG4,,196058665664,34.99,34.99,1,8,12,,0.45,Large,Multicolored,,Pullover,Mens,Sports,Sports,Pearl Grey,Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/8/8cd26c677f63d90769e4a7b20d94e4d2.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8b42f8223bafdab53d0747f04b6d53ad.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt Large Columbia Blue,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700CB4,,196058665572,34.99,34.99,1,8,12,,0.45,Large,Multicolored,,Pullover,Mens,Sports,Sports,Columbia Blue,Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/d8c71f70bcee46425966fd68567c3936.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/148b03df9766cf133d925137fc944c89.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt X-Large Arctic Blue,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700AB5,,196058665497,34.99,34.99,1,8,12,,0.45,X Large,Multicolored,,Pullover,Mens,Sports,Sports,Arctic Blue,X Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/a28b862326c867de6cb98d49be9544e3.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/25409076ba0579344112d3b47d316f8f.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt X-Large Safety Yellow,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700SY5,,196058666036,34.99,34.99,1,8,12,,0.45,X Large,Multicolored,,Pullover,Mens,Sports,Sports,Safety Yellow,X Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/9/9e2bed991b67ee1833c3d5063d1a7ad3.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f8333e20a3650183eb6527a00ec8acd3.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt X-Large Seagrass,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700SG5,,196058665855,34.99,34.99,1,8,12,,0.45,X Large,Multicolored,,Pullover,Mens,Sports,Sports,Seagrass,X Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/27b0d7015f7d90ff79903b0e005891f3.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/54049b495ce2b7980efe736c3bf61285.jpg,,,,,
variant,variant-211,,,Vapor Apparel Men's Punta Gorda Pickleball UPF 50+ Long Sleeve T-Shirt X-Large White,"Show your spirit for America's fastest growing sport - PICKLE BALL. Since its humble beginnings in 1965, Pickle Ball has played a part in keeping America having fun while staying in shape. This classic design will keep you cool and dry as you slam your way into the local record books. Our art is permanently imprinted into the performance fibers keeping them vibrant and colorful throughout the life of the shirt. It will never crack, fade or peel. The UPF 50+ Sun Protection Performance Long Sleeve shirt offers superior sun protection and performance qualities. Featuring UPF 50+, The UPF 50+ UV (Sun) Protection Performance shirt is both breathable, lightweight, comfortable, and sure to keep the sun's rays from penetrating through to your skin. The 4.1-ounce, 100% Microfiber Polyester fabric is powered by our PURE-tech moisture-wicking technology which is permanently infused in the fibers of the fabric. PURE-tech's intelligent design is shown to improve the body's core performance as it moves perspiration away from the body, pushing it outside the shirt. Because of this technology, our UPF 50+ UV (Sun) Performance Shirts dry far faster than standard cotton garments. Our UPF shirts also include M-Shield which keeps our fabrics fresh, attractive and ready for more. The Zinc based, acquios technology enhances durability without impacting thermomigration. M-Shield technology is Oeko-Tex Standard 100 certified and BlueSign System approved for sustainability. About Vapor Apparel: Headquartered in Charleston, South Carolina, Vapor Apparel operates 100% in LEED (Leadership in Energy and Environmental Design) certified facilities. We work with water based sublimation inks, and have an aggressive recycling program throughout the company. Vapor Apparel cares about our environment, and gives back to hometown, coastal community through the adoption of a local beach as part of the ""Adopt-A-Beach"" program.",EC08-01-0043-M700WH5,,196058666128,34.99,34.99,1,8,12,,0.45,X Large,Multicolored,,Pullover,Mens,Sports,Sports,White,X Large,Vapor Apparel,Polyester,Upf 50+Uv/Sun Protection Technology,100% Microfiber Polyester ,Moisture-Wicking Technology,Optimal Protection For Any Outdoor Activity,Set-In-Shoulder Construction,100,,,,,Lightweight Fabric,Athletic Fit,,Unlined,Plain Hem,Crew,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Slimmer Fitting Through The Body,,,,,Adult (18 Years and Up),Pullover,Polyester,100,,,,Basic Sleeve,UV Protection Treatment,,1,Basic Tees,Sun Protection Properties Are Enhanced After Several Washes And Wear,Hand Or Machine Wash In Cold Water And Hang Dry,Adult,Pickleball,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/29116a42b1dc402777f9c7cbeafe4fbd.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/5009382fbf5d81348fb69e5f11dd462d.jpg,,,,,
